"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"15000","Hawaii","8","400","Compensation of employees","54","524","    Insurance carriers and related activities",342,362,358,364,382,393,409,440,466,492,496,525,518,525,566,588,596,608,655,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","55","525","    Funds, trusts, and other financial vehicles","(T)","(T)","(T)","(T)",1,1,1,1,1,1,1,"(L)","(L)","(L)",1,1,1,4,3,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","56","53","   Real estate and rental and leasing",390,403,422,447,466,487,521,560,608,625,648,620,569,583,598,632,675,694,742,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","57","531","    Real estate",283,289,302,319,338,358,385,417,455,464,476,451,413,422,427,444,479,496,532,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","58","532-533","    Rental and leasing services and lessors of intangible assets",106,114,120,128,128,129,136,143,153,162,172,169,156,160,172,187,196,198,211,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","59","54, 55, 56","  Professional and business services",2007,2064,2090,2291,2584,2877,3099,3382,3467,3722,3959,4099,3984,4059,4288,4510,4739,4897,5102,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","60","54","   Professional, scientific, and technical services",947,949,950,1036,1170,1276,1360,1411,1565,1682,1781,1881,1866,1846,1922,1975,2011,2038,2113,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","61","5411","    Legal services",262,268,256,261,278,275,278,279,303,293,311,324,305,306,313,318,323,328,334,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","62","5415","    Computer systems design and related services",130,142,152,173,208,250,275,278,333,388,382,401,411,400,410,436,461,461,485,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",555,538,542,603,684,751,806,854,929,1001,1087,1157,1150,1140,1199,1222,1227,1249,1294,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","64","55","   Management of companies and enterprises",338,367,354,372,444,519,556,726,661,667,696,681,629,665,707,789,881,889,924,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","65","56","   Administrative and waste management services",721,748,786,883,970,1082,1182,1245,1241,1372,1482,1538,1489,1548,1660,1746,1847,1970,2064,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","66","561","    Administrative and support services",663,688,721,812,893,1004,1103,1164,1158,1281,1382,1439,1387,1414,1545,1618,1715,1836,1932,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","67","562","    Waste management and remediation services",59,60,65,71,77,78,79,81,83,91,100,98,103,133,115,128,133,134,133,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","68","61, 62","  Educational services, health care, and social assistance",2191,2157,2214,2339,2496,2643,2846,3036,3243,3382,3556,3813,3989,4071,4252,4405,4582,4718,4983,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","69","61","   Educational services",315,325,333,359,369,394,433,468,486,517,543,586,626,640,655,691,688,690,694,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","70","62","   Health care and social assistance",1875,1832,1881,1981,2127,2249,2413,2568,2757,2865,3014,3227,3363,3431,3597,3713,3894,4028,4289,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","71","621","    Ambulatory health care services",1064,963,979,1030,1106,1188,1289,1278,1364,1414,1463,1556,1577,1611,1726,1801,1877,1940,2062,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","72","622-623","    Hospitals and nursing and residential care facilities",629,665,682,717,744,768,806,955,1023,1071,1140,1235,1333,1364,1431,1462,1538,1605,1731,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","73","624","    Social assistance",183,204,220,234,277,293,319,335,370,380,411,436,452,456,440,450,480,483,497,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",2143,2251,2361,2532,2611,2668,2843,3137,3301,3446,3638,3624,3321,3408,3651,3957,4209,4410,4635,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","75","71","   Arts, entertainment, and recreation",238,256,258,275,288,301,314,331,350,360,387,405,379,356,359,386,426,451,436,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","76","711-712","    Performing arts, spectator sports, museums, and related activities",68,70,70,78,78,80,85,91,98,111,117,127,121,107,126,133,157,170,181,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","77","713","    Amusements, gambling, and recreation industries",170,186,187,197,210,221,229,240,252,249,270,279,259,249,232,253,270,281,255,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","78","72","   Accommodation and food services",1905,1994,2104,2257,2323,2366,2529,2806,2952,3086,3251,3218,2942,3052,3292,3570,3783,3959,4199,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","79","721","    Accommodation",1163,1217,1279,1390,1424,1422,1492,1672,1737,1809,1904,1892,1684,1755,1913,2092,2209,2309,2410,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","80","722","    Food services and drinking places",743,777,825,867,899,944,1037,1134,1214,1276,1348,1326,1258,1296,1379,1478,1574,1651,1789,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","81","81","  Other services, except government",728,754,751,780,821,866,916,959,1005,1075,1133,1186,1145,1148,1195,1197,1228,1291,1347,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","82","92"," Government",6659,6820,7163,7383,7738,8507,9213,9873,10535,11179,11821,12529,12996,13415,13981,14220,14118,14842,15304,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","83","...","  Federal civilian",1569,1663,1707,1848,1878,2077,2257,2337,2452,2530,2675,2750,2927,3235,3428,3505,3342,3443,3548,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","84","...","  Federal military",1996,1990,2003,2081,2267,2526,2845,3139,3439,3714,3960,4293,4489,4709,4885,4963,4843,4875,4988,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","85","...","  State and local",3095,3167,3454,3454,3593,3905,4111,4397,4644,4934,5186,5485,5579,5471,5668,5752,5933,6524,6768,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","86","11, 21","Natural resources and mining",220,232,257,257,249,253,255,269,259,262,262,278,276,266,265,358,357,366,387,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","87","42, 44-45","Trade",2276,2300,2322,2435,2540,2602,2787,2932,3126,3237,3378,3440,3275,3324,3473,3553,3686,3762,3888,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","88","...","Transportation and utilities",1307,1351,1361,1430,1465,1422,1462,1536,1681,1786,1892,1775,1621,1681,1854,1958,2136,2206,2381,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","89","...","Private goods-producing industries",1998,2000,2039,2249,2342,2459,2641,2825,3291,3547,3861,3914,3398,3216,3285,3483,3660,3845,4271,"(NA)"
"15000","Hawaii","8","400","Compensation of employees","90","...","Private services-providing industries",12415,12732,13018,13818,14564,15226,16133,17333,18272,19189,20143,20489,19738,20152,21199,22144,23227,23988,25208,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","1","...","All industry total",2986,3033,3021,3265,3152,3397,3605,4060,4494,4942,5256,5305,5031,5239,5627,6105,6282,6582,6800,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","2","..."," Private industries",3081,3111,3092,3333,3220,3474,3677,4127,4566,5016,5336,5384,5127,5326,5723,6195,6373,6684,6906,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","3","11","  Agriculture, forestry, fishing, and hunting",-14,-32,-72,-73,-71,-41,-48,-27,-68,-44,-23,-18,-21,-18,-9,-9,"(L)",2,-1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","4","111-112","   Farms",-15,-33,-73,-74,-72,-42,-49,-28,-69,-45,-24,-20,-22,-19,-10,-11,-1,1,-2,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","5","113-115","   Forestry, fishing, and related activities",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","6","21","  Mining",1,1,1,1,1,1,2,2,3,3,4,3,3,3,3,3,3,3,4,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","7","211","   Oil and gas extraction",0,0,0,0,0,0,0,0,0,0,0,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","8","212","   Mining, except oil and gas",1,1,1,1,1,1,2,2,3,3,4,3,3,3,3,3,3,3,3,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","9","213","   Support activities for mining",0,0,0,0,0,0,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","10","22","  Utilities",141,141,143,141,145,148,152,160,180,216,242,230,265,296,261,302,308,332,332,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","11","23","  Construction",27,28,30,35,36,39,43,50,60,63,76,77,65,59,64,71,73,76,84,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","12","31-33","  Manufacturing",23,22,23,26,25,26,27,30,30,34,40,39,44,44,44,42,47,50,52,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","13","...","   Durable goods manufacturing",7,7,7,9,8,8,8,9,10,11,12,11,11,10,10,10,11,11,12,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","14","321","    Wood products manufacturing","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)",1,1,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","15","327","    Nonmetallic mineral products manufacturing",1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","16","331","    Primary metals manufacturing","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","17","332","    Fabricated metal products",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","18","333","    Machinery manufacturing",1,1,1,1,1,1,1,1,1,1,1,1,"(L)",1,"(L)",1,1,"(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","19","334","    Computer and electronic products manufacturing",1,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","20","335","    Electrical equipment, appliance, and components manufacturing","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",1,1,1,1,"(L)","(L)","(L)","(L)",1,1,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","22","3364-3366, 3369","    Other transportation equipment manufacturing",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","23","337","    Furniture and related products manufacturing","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","24","339","    Miscellaneous manufacturing",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","25","...","   Nondurable goods manufacturing",16,15,16,18,17,17,19,21,20,23,28,28,33,34,33,32,36,38,40,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","26","311-312","    Food and beverage and tobacco products manufacturing",9,9,9,9,9,9,10,12,10,11,13,13,16,18,18,18,20,22,23,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","27","313-314","    Textile mills and textile product mills","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","28","315-316","    Apparel and leather and allied products manufacturing","(L)","(L)","(L)",1,1,"(L)","(L)","(L)","(L)","(L)",1,"(L)","(L)","(L)","(L)","(L)",1,"(L)",1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","29","322","    Paper products manufacturing",1,1,1,1,1,1,1,1,1,1,1,1,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","30","323","    Printing and related support activities",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","31","324","    Petroleum and coal products manufacturing",3,2,3,3,3,4,4,4,5,6,8,10,12,11,10,9,11,11,12,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","32","325","    Chemical products manufacturing",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","33","326","    Plastics and rubber products manufacturing","(L)","(L)","(L)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","34","42","  Wholesale trade",413,409,419,438,448,471,504,546,556,539,542,545,503,523,580,599,605,608,621,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","35","44-45","  Retail trade",847,834,844,919,926,929,1023,1140,1266,1372,1447,1408,1270,1362,1528,1679,1641,1649,1716,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","36","48-49","  Transportation and warehousing",237,297,325,345,210,374,333,440,526,524,506,502,449,395,423,412,518,537,563,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","37","481","   Air transportation",181,233,257,277,142,307,262,369,433,418,432,439,386,326,362,347,445,459,484,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","38","482","   Rail transportation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","39","483","   Water transportation",9,10,10,9,9,4,6,2,13,17,23,13,7,9,8,2,11,12,13,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","40","484","   Truck transportation",26,26,26,26,27,26,27,28,32,38,40,39,44,48,41,51,51,55,54,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","41","485","   Transit and ground passenger transportation",1,1,1,2,2,1,2,2,2,2,3,2,3,3,3,4,4,4,4,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","42","486","   Pipeline transportation","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)",0,0,0,0,0,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","43","487-488, 492","   Other transportation and support activities",20,26,30,31,31,35,37,40,45,48,8,8,9,8,8,8,8,8,8,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","44","493","   Warehousing and storage","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)",1,"(L)","(L)","(L)","(L)","(L)","(L)","(L)","(L)","(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","45","51","  Information",73,72,72,72,73,74,73,77,83,91,79,77,86,99,77,89,88,97,97,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","46","511","   Publishing industries, except Internet (includes software)",1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,2,2,2,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","47","512","   Motion picture and sound recording industries",1,1,1,1,1,1,1,1,2,1,2,6,6,13,7,7,7,6,7,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","48","515, 517","   Broadcasting and telecommunications",71,70,69,69,70,71,71,73,79,87,75,67,75,82,67,79,78,88,88,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","49","518, 519","   Data processing, internet publishing, and other information services","(L)","(L)","(L)","(L)","(L)","(L)",1,1,1,1,1,1,1,1,1,1,1,1,1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","50","52, 53","  Finance, insurance, real estate, rental, and leasing",693,682,638,685,686,706,744,797,872,1046,1170,1287,1299,1306,1362,1446,1475,1570,1577,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","51","52","   Finance and insurance",105,121,83,101,98,100,109,117,123,132,144,167,171,175,219,218,236,271,295,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","52","521-522","    Federal Reserve banks, credit intermediation, and related services",14,15,16,16,15,16,17,18,20,23,25,52,52,51,58,77,78,75,78,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","53","523","    Securities, commodity contracts, and investments",6,6,6,7,7,5,6,7,7,7,9,6,7,6,7,8,8,8,8,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","54","524","    Insurance carriers and related activities",85,99,61,77,75,78,86,92,96,101,108,107,110,116,153,132,149,186,208,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","55","525","    Funds, trusts, and other financial vehicles","(L)",1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","56","53","   Real estate and rental and leasing",588,561,555,584,589,606,636,679,748,914,1026,1121,1129,1131,1143,1228,1238,1299,1282,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","57","531","    Real estate",353,329,324,338,337,356,371,386,414,547,615,678,731,737,709,706,716,764,765,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","58","532-533","    Rental and leasing services and lessors of intangible assets",235,233,231,246,251,250,265,293,334,367,411,443,398,394,434,522,523,535,517,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","59","54, 55, 56","  Professional and business services",78,85,90,98,106,116,135,159,172,222,224,215,196,222,251,268,281,307,337,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","60","54","   Professional, scientific, and technical services",41,47,49,56,61,66,79,95,105,146,137,125,111,135,154,158,170,192,200,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","61","5411","    Legal services",16,19,20,23,24,26,34,43,44,75,59,42,29,52,65,57,68,91,102,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","62","5415","    Computer systems design and related services",5,7,8,11,13,15,17,18,24,28,29,31,30,31,33,39,42,40,36,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",20,21,21,22,24,26,28,33,38,43,48,52,52,52,57,61,61,61,62,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","64","55","   Management of companies and enterprises",6,6,6,6,7,8,8,10,10,11,13,12,12,12,11,11,11,11,11,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","65","56","   Administrative and waste management services",30,32,34,35,39,42,47,54,57,64,74,78,73,76,85,100,101,104,127,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","66","561","    Administrative and support services",25,26,28,29,32,35,40,46,48,55,62,66,61,64,71,83,84,88,112,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","67","562","    Waste management and remediation services",6,6,6,7,7,7,7,8,9,9,12,12,12,12,14,16,16,16,15,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","68","61, 62","  Educational services, health care, and social assistance",96,100,100,109,114,114,125,145,166,166,206,216,223,228,226,256,254,265,278,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","69","61","   Educational services",18,19,19,21,22,22,24,28,32,33,40,45,46,48,50,54,52,52,53,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","70","62","   Health care and social assistance",78,81,81,88,92,92,101,118,135,133,166,171,177,180,176,202,202,213,225,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","71","621","    Ambulatory health care services",32,32,31,34,35,35,39,41,46,46,56,55,56,56,62,69,68,71,73,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","72","622-623","    Hospitals and nursing and residential care facilities",32,33,33,36,37,36,39,49,57,58,72,76,80,82,72,86,84,91,100,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","73","624","    Social assistance",15,16,17,18,21,21,23,27,31,29,38,41,41,42,42,47,50,51,52,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",432,436,448,503,484,482,524,566,670,729,761,739,682,740,843,965,1007,1117,1174,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","75","71","   Arts, entertainment, and recreation",34,35,36,40,39,40,43,48,54,60,61,68,64,63,65,75,75,77,72,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","76","711-712","    Performing arts, spectator sports, museums, and related activities",4,4,5,5,5,5,6,7,8,9,9,12,11,11,13,13,14,15,18,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","77","713","    Amusements, gambling, and recreation industries",30,31,31,35,33,35,37,41,46,51,52,56,52,53,52,61,60,62,54,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","78","72","   Accommodation and food services",398,401,412,463,445,442,482,518,616,670,701,671,619,677,778,891,932,1040,1102,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","79","721","    Accommodation",343,346,353,394,378,373,408,437,523,568,594,571,522,578,677,778,817,913,970,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","80","722","    Food services and drinking places",55,56,59,68,67,68,74,81,94,102,107,100,96,99,101,113,115,127,132,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","81","81","  Other services, except government",33,33,33,34,36,36,39,43,49,55,62,65,64,65,70,72,72,71,72,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","82","92"," Government",-95,-78,-70,-68,-68,-77,-72,-67,-72,-74,-80,-79,-96,-87,-96,-91,-91,-103,-106,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","83","...","  Federal civilian",-1,"(L)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","84","...","  Federal military",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","85","...","  State and local",-95,-77,-70,-67,-67,-76,-72,-66,-72,-73,-79,-79,-96,-86,-96,-90,-90,-102,-105,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","86","11, 21","Natural resources and mining",-13,-30,-71,-71,-70,-40,-46,-25,-65,-41,-19,-15,-18,-15,-6,-6,3,6,3,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","87","42, 44-45","Trade",1261,1243,1262,1357,1375,1400,1527,1686,1822,1911,1989,1953,1772,1885,2108,2278,2246,2257,2337,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","88","...","Transportation and utilities",378,438,467,486,355,522,486,600,706,739,748,732,714,692,684,714,827,869,895,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","89","...","Private goods-producing industries",37,20,-18,-10,-9,25,24,55,25,56,97,100,90,88,102,108,123,132,138,"(NA)"
"15000","Hawaii","8","300","Taxes on production and imports less subsidies","90","...","Private services-providing industries",3044,3091,3110,3343,3229,3449,3653,4072,4541,4960,5239,5284,5037,5238,5621,6088,6250,6552,6767,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","1","...","All industry total",13597,13000,13983,14757,15292,15992,17545,19664,21981,23197,24128,24456,24219,26202,25925,26581,27343,27579,29016,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","2","..."," Private industries",12382,11745,12634,13451,14025,14721,16188,18154,20400,21521,22461,22676,22422,24207,23816,24359,25082,25389,26786,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","3","11","  Agriculture, forestry, fishing, and hunting",149,149,189,188,191,181,230,203,260,255,199,172,163,194,219,108,93,79,54,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","4","111-112","   Farms",128,133,171,173,175,164,209,188,247,240,183,157,145,174,196,81,63,49,26,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","5","113-115","   Forestry, fishing, and related activities",21,16,19,16,16,17,21,15,13,16,16,15,17,20,23,26,30,29,28,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","6","21","  Mining",16,17,22,22,19,16,15,11,9,32,61,63,75,57,41,50,46,46,56,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","7","211","   Oil and gas extraction","(T)","(T)","(T)","(T)",0,0,0,0,0,0,0,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","8","212","   Mining, except oil and gas",16,17,22,22,19,16,"(D)","(D)","(D)","(D)","(D)",63,75,57,40,50,45,46,56,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","9","213","   Support activities for mining","(T)","(T)","(T)","(T)",0,0,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","10","22","  Utilities",487,442,497,544,518,439,509,605,600,735,731,855,769,946,1149,764,750,745,610,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","11","23","  Construction",426,400,442,536,596,641,838,1105,1463,1597,1827,1727,1795,1502,1360,1386,1320,1453,1611,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","12","31-33","  Manufacturing",183,165,211,194,250,333,448,397,422,436,413,556,570,542,507,611,668,856,879,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","13","...","   Durable goods manufacturing",43,27,25,25,"(D)","(D)","(D)",25,37,54,64,34,38,44,34,40,84,76,69,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","14","321","    Wood products manufacturing",3,3,3,4,"(D)","(D)","(D)","(D)",3,3,"(D)","(D)","(D)",11,3,2,1,"(D)",2,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","15","327","    Nonmetallic mineral products manufacturing",14,12,15,16,18,20,22,27,31,51,55,35,20,20,24,32,41,45,42,"(NA)"
"15000","Hawaii","8","700","Gross operating surplus","16","331","    Primary metals manufacturing","(T)","(T)","(T)","(T)",1,1,1,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(NA)"
"15000","Hawaii","8","700","Gross operating surplus","17","332","    Fabricated metal products",9,8,7,9,7,7,9,9,9,7,7,6,"(D)",6,4,5,5,6,9,"(NA)"
