"Metric 10: Percentage attainment of the Renewable Portfolio Standard (RPS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://puc.hawaii.gov/reports/puc-annual-reports ","","","","","","Red indicates data not yet found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://www.eia.gov/electricity/data/state/annual_generation_state.xls","","","","","","Gray Box indicates data not applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","percentage","","","0.0447906976744","0.047511627907","0.0429069767442","0.0362093023256","0.0476890465116","0.0533395116279","0.0869683255814","0.10223127907","0.117265604651","0.128721209302","0.132811046512","0.142318186047","0.167216790698","0.190090953488","0.224145697674","0.249787744186","0.269058488372","0.174388744186","0.178656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"RE2030 (u,y): Post 2015 Renewable Energy generated as Percent of 2030 BAU Sales Projections","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","percentage","","","0.0228139534884","0.0226744186047","0.0211395348837","0.0228139534884","0.025688372093","0.0257720930233","0.0232325581395","0.0275930232558","0.0228627906977","0.0253265581395","0.0264626511628","0.0240564418605","0.0338250697674","0.037036255814","0.0558843488372","0.0717955813953","0.0809043488372","0.0901424651163","0.0950345581395","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HELCO","","HELCO","percentage","","","0.0181395348837","0.0216976744186","0.0191162790698","0.00858139534884","0.0150976744186","0.0178953488372","0.0188093023256","0.0205953488372","0.0274255813953","0.0281501860465","0.026353255814","0.0267643255814","0.031629","0.0353764186047","0.0360959302326","0.0351027906977","0.0361612325581","0.0403793023256","0.0413198372093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MECO","","MECO","percentage","","","0.00383720930233","0.00313953488372","0.0026511627907","0.00481395348837","0.00460465116279","0.00517674418605","0.00525348837209","0.00953720930233","0.0136953488372","0.0119950465116","0.0115698837209","0.012736744186","0.0141118604651","0.0166269069767","0.0230279302326","0.0266058837209","0.0281045581395","0.0287656046512","0.026091627907","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","All HECO Companies","","MWh","","","0.0447906976744","0.047511627907","0.0429069767442","0.0362093023256","0.0453906976744","0.0488441860465","0.0472953488372","0.0577255813953","0.0639837209302","0.0654717906977","0.0643857906977","0.0635575116279","0.0795659302326","0.0890395813953","0.115008209302","0.133504255814","0.145170139535","0.159287372093","0.162446023256","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"KIUC","","KIUC","percentage","","","0.0","0.0","0.0","0.0","0.00178297674419","0.00263986046512","0.00266037209302","0.0026326744186","0.00191225581395","0.00273279069767","0.00292702325581","0.00282048837209","0.00340660465116","0.00377190697674","0.00489181395349","0.00632141860465","0.00823444186047","0.012760744186","0.0137750930233","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","Total","percentage","","","0.0447906976744","0.047511627907","0.0429069767442","0.0362093023256","0.0471736744186","0.0514840465116","0.0499557209302","0.060358255814","0.0658959767442","0.0682045813953","0.0673128139535","0.066378","0.0829725348837","0.0928114883721","0.119900023256","0.139825674419","0.153404581395","0.172048116279","0.176221116279","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"REGoal (u,y): 40% Savings of total energy sales","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","MWh","","","3599200.0","2884800.0","2910800.0","2956000.0","3008800.0","3093200.0","3088400.0","3080400.0","3070000.0","3022384.8","2951014.8","2910891.6","2896924.4","2790398.4","2743414.4","2712666.0","2701633.2","2664078.0","2619478.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HELCO","","HELCO","MWh","","","368800.0","381600.0","383600.0","398000.0","418400.0","433200.0","446800.0","459600.0","465200.0","456412.0","447952.4","443913.2","441428.8","434068.4","430441.6","425008.4","425914.0","426959.2","418780.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MECO","","MECO","MWh","","","426000.0","442400.0","453600.0","463600.0","482800.0","498800.0","500800.0","506400.0","512000.0","495691.2","476897.2","476623.6","472410.4","457932.8","453949.2","452822.4","455052.0","447096.8","437914.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","All HECO Companies","","MWh","","","4394000.0","3708800.0","3748000.0","3817600.0","3910000.0","4025200.0","4036000.0","4046400.0","4047200.0","3974488.0","3875864.4","3831428.4","3810763.6","3682399.6","3627805.2","3590496.8","3582599.2","3538134.0","3476173.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"KIUC","","KIUC","MWh","","","169355.6","181079.6","177519.2","181052.4","175507.2","189443.2","190902.0","192584.4","198687.2","190779.2","184205.2","182909.6","184388.4","173263.6","172591.2","171969.6","172831.2","175635.2","178039.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","Total","MWh","","","4563355.6","3889879.6","3925519.2","3998652.4","4085507.2","4214643.2","4226902.0","4238984.4","4245887.2","4165267.2","4060069.6","4014338.0","3995152.0","3855663.2","3800396.4","3762466.4","3755430.4","3713769.2","3654212.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"REPTC (u,y): Pre 2015 Percent to Completion of Goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","MWh","","","0.0908535230051","0.112659456461","0.104095094132","0.110622462788","0.122374368519","0.119423251002","0.218883564305","0.25759641605","0.275798045603","0.345094707994","0.378697863528","0.414287842254","0.495448207071","0.580927798697","0.715574723235","0.832325468746","0.908717734147","0.484986550694","0.520012607088","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"HELCO","","HELCO","MWh","","","0.704989154013","0.81498951782","0.714285714286","0.309045226131","0.517208413002","0.592105263158","0.73545210385","0.783724978242","0.995485812554","1.01749953989","0.986691889585","1.04874781827","1.24742427318","1.44373559559","1.51657507081","1.5214005182","1.57267664364","1.35556277977","1.41422942834","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"MECO","","MECO","MWh","","","0.129107981221","0.101717902351","0.0837742504409","0.148835202761","0.136702568351","0.14875701684","0.350039936102","0.483214849921","0.6138671875","0.563239775086","0.593251543519","0.652623999315","0.727666029368","0.870225937081","1.1108798077","1.24526746027","1.30465089704","0.922187320509","0.854002517387","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","All HECO Companies","","MWh","","","0.14610832954","0.183617342537","0.16408751334","0.13594928751","0.166393861893","0.173929245752","0.292343904856","0.345591142744","0.401289780589","0.449517271155","0.475365959655","0.517445660736","0.611342566618","0.718608865806","0.860078705439","0.965970503023","1.03794222921","0.645289013927","0.66981501382","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"KIUC","","KIUC","MWh","","","0.0","0.0","0.0","0.0","0.187701701127","0.340117776727","0.34911106222","0.347458049562","0.285408420875","0.306128760368","0.332080744735","0.313477258711","0.363862368782","0.452674422094","0.536278790576","0.651144155711","0.798316507668","1.23240102212","1.30501035727","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","","Total","MWh","","","0.140685946105","0.175069685961","0.156667174115","0.129793727507","0.167309214386","0.181399222596","0.294907712552","0.345675959553","0.395867087567","0.442949734413","0.468865115022","0.508152029052","0.599920603772","0.706658455023","0.845373656285","0.951580856642","1.02691425196","0.673055288412","0.700762769017","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"REPTC (u,y): Pre 2015 Percent to Completion of Goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","MWh","","","0.0908535230051","0.112659456461","0.104095094132","0.110622462788","0.122374368519","0.119423251002","0.107822820878","0.128392416569","0.10674267101","0.120108465342","0.128531378426","0.118454771727","0.167358872051","0.19024272663","0.29197521162","0.379357429186","0.429232584201","0.484986550694","0.520012607088","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"HELCO","","HELCO","MWh","","","0.704989154013","0.81498951782","0.714285714286","0.309045226131","0.517208413002","0.592105263158","0.603401969561","0.642297650131","0.845012897678","0.884038982323","0.843236915351","0.864182457291","1.02700367534","1.16816151556","1.20196328608","1.18383542537","1.21693816123","1.35556277977","1.41422942834","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"MECO","","MECO","MWh","","","0.129107981221","0.101717902351","0.0837742504409","0.148835202761","0.136702568351","0.14875701684","0.15035942492","0.269944707741","0.3833984375","0.346846988609","0.347737415946","0.383027613404","0.428165849016","0.520423520656","0.727101182247","0.842164610231","0.885243884215","0.922187320509","0.854002517387","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","All HECO Companies","","MWh","","","0.14610832954","0.183617342537","0.16408751334","0.13594928751","0.166393861893","0.173929245752","0.16796333003","0.204478054567","0.226601106938","0.236113179861","0.238105079218","0.237767982301","0.299269416765","0.346576726763","0.454393471844","0.532951596002","0.580799549109","0.645289013927","0.66981501382","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"KIUC","","KIUC","MWh","","","0.0","0.0","0.0","0.0","0.145612259782","0.199732690326","0.199746466774","0.195940065758","0.137950507129","0.205315883493","0.227756871142","0.221021750635","0.264810584614","0.312033225675","0.406254780081","0.526878006345","0.682903318382","1.04138578144","1.10898611092","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","","Total","MWh","","","0.140685946105","0.175069685961","0.156667174115","0.129793727507","0.165501115749","0.175089079901","0.169398770068","0.204090158954","0.222452683152","0.234702590028","0.23763558142","0.237004955736","0.297679036993","0.345024430557","0.452207301323","0.532673992783","0.585498535667","0.664021609097","0.691212147384","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"TEy - Total Energy sold in year 'y'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Utilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TotalTotal","Total","","MWh","","","11408389","9724699","9813798","9996631","10213768","10536608","10567255","10597461","10614718","10413168","10150174","10035845","9987880","9639158","9500991","9406166","9388576","9284423","9135531","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Total Conventional","","MWh","","","10766389","9043699","9198798","9477631","9537612","9798670","9851223","9732326","9670209","9435569","9185357","9084427","8798607","8308860","7782424","7401998","7189777","6818400","6609695","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPSAy Annual percentage renewable electricity sold of total electricity sold in year y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Utilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","With Displacement","includes both EEPS & RPS","","","","0.056274378442","0.0700278743846","0.0626668696462","0.0519174910027","0.0669236857544","0.0725596890384","0.117963085021","0.138270383821","0.158346835027","0.177179893765","0.187546046009","0.203260811621","0.239968241509","0.282663382009","0.338149462514","0.380632342657","0.410765700784","0.269222115365","0.280305107607","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","Without Displacement","only includes RPS","","","","0.056274378442","0.0700278743846","0.0626668696462","0.0519174910027","0.0662004462995","0.0700356319605","0.0677595080274","0.0816360635816","0.0889810732607","0.0938810360113","0.0950542325678","0.0948019822945","0.119071614797","0.138009772223","0.180882920529","0.213069597113","0.234199414267","0.265608643639","0.276484858953","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
