"Metric 10: Percentage attainment of the Renewable Portfolio Standard (RPS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://puc.hawaii.gov/reports/puc-annual-reports ","","","","","","Red indicates data not yet found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"http://www.eia.gov/electricity/data/state/annual_generation_state.xls","","","","","","Gray Box indicates data not applicable","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","percentage","","","0.0447906976744","0.047511627907","0.0429069767442","0.0362093023256","0.0476890465116","0.0533395116279","0.0870032008654","0.102245246683","0.117363250004","0.128721196465","0.13281106493","0.142318170209","0.167216798372","0.190090937093","0.224145664762","0.249787670486","0.269057581395","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"RE2030 (u,y): Post 2015 Renewable Energy generated as Percent of 2030 BAU Sales Projections","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","percentage","","","0.0228139534884","0.0226744186047","0.0211395348837","0.0228139534884","0.025688372093","0.0257720930233","0.0232604651163","0.0275930232558","0.0228627906977","0.0253265581395","0.0264626511628","0.0240564418605","0.0338250697674","0.037036255814","0.0558843488372","0.0717955813953","0.0809043488372","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HELCO","","HELCO","percentage","","","0.0181395348837","0.0216976744186","0.0191162790698","0.00858139534884","0.0150976744186","0.0178953488372","0.0188093023256","0.0205953488372","0.0274255813953","0.0281501860465","0.026353255814","0.0267643255814","0.031629","0.0353764186047","0.0360959302326","0.0351027906977","0.0361612325581","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MECO","","MECO","percentage","","","0.00383720930233","0.00313953488372","0.0026511627907","0.00481395348837","0.00460465116279","0.00517674418605","0.00526046511628","0.0095511627907","0.0137930232558","0.0119950465116","0.0115698837209","0.012736744186","0.0141118604651","0.0166269069767","0.0230279302326","0.0266058837209","0.0281045581395","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","All HECO Companies","","MWh","","","0.0447906976744","0.047511627907","0.0429069767442","0.0362093023256","0.0453906976744","0.0488441860465","0.0473302325581","0.0577395348837","0.0640813953488","0.0654717906977","0.0643857906977","0.0635575116279","0.0795659302326","0.0890395813953","0.115008209302","0.133504255814","0.145170139535","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"KIUC","","KIUC","percentage","","","0.0","0.0","0.0","0.0","0.00178297674419","0.00263986046512","0.0026603636561","0.00263268854382","0.00191222674859","0.00273277786047","0.00292704167442","0.00282047253488","0.00340661232558","0.0037718905814","0.00489178104089","0.00632134490454","0.00823353488372","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","Total","percentage","","","0.0447906976744","0.047511627907","0.0429069767442","0.0362093023256","0.0471736744186","0.0514840465116","0.0499905962142","0.0603722234275","0.0659936220974","0.0682045685581","0.0673128323721","0.0663779841628","0.0829725425581","0.0928114719767","0.119899990343","0.139825600718","0.153403674419","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"REGoal (u,y): 40% Savings of total energy sales","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","MWh","","","3599200.0","2884800.0","2910800.0","2956000.0","3008800.0","3093200.0","3088400.0","3080400.0","3070000.0","3022384.8","2951014.8","2910891.6","2896924.4","2790398.4","2743414.4","2712666.0","2701633.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HELCO","","HELCO","MWh","","","368800.0","381600.0","383600.0","398000.0","418400.0","433200.0","446800.0","459600.0","465200.0","456412.0","447952.4","443913.2","441428.8","434068.4","430441.6","425008.4","425914.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"MECO","","MECO","MWh","","","426000.0","442400.0","453600.0","463600.0","482800.0","498800.0","500800.0","506400.0","512000.0","495691.2","476897.2","476623.6","472410.4","457932.8","453949.2","452822.4","455052.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","All HECO Companies","","MWh","","","4394000.0","3708800.0","3748000.0","3817600.0","3910000.0","4025200.0","4036000.0","4046400.0","4047200.0","3974488.0","3875864.4","3831428.4","3810763.6","3682399.6","3627805.2","3590496.8","3582599.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"KIUC","","KIUC","MWh","","","169355.6","181079.6","177519.2","181052.4","175507.2","189443.2","190902.0","192584.4","198687.2","190779.2","184205.2","182909.6","184388.4","173263.6","172591.2","171969.6","172831.2","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","Total","MWh","","","4563355.6","3889879.6","3925519.2","3998652.4","4085507.2","4214643.2","4226902.0","4238984.4","4245887.2","4165267.2","4060069.6","4014338.0","3995152.0","3855663.2","3800396.4","3762466.4","3755430.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"REPTC (u,y): Pre 2015 Percent to Completion of Goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","MWh","","","0.0908535230051","0.112659456461","0.104095094132","0.110622462788","0.122374368519","0.119423251002","0.219013081207","0.25759641605","0.275798045603","0.345094707994","0.378697863528","0.414287842254","0.495448207071","0.580927798697","0.715574723235","0.832325468746","0.908717734147","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"HELCO","","HELCO","MWh","","","0.704989154013","0.81498951782","0.714285714286","0.309045226131","0.517208413002","0.592105263158","0.73545210385","0.783724978242","0.995485812554","1.01749953989","0.986691889585","1.04874781827","1.24742427318","1.44373559559","1.51657507081","1.5214005182","1.57267664364","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"MECO","","MECO","MWh","","","0.129107981221","0.101717902351","0.0837742504409","0.148835202761","0.136702568351","0.14875701684","0.350239616613","0.483609794629","0.6166015625","0.563239775086","0.593251543519","0.652623999315","0.727666029368","0.870225937081","1.1108798077","1.24526746027","1.30465089704","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","All HECO Companies","","MWh","","","0.14610832954","0.183617342537","0.16408751334","0.13594928751","0.166393861893","0.173929245752","0.292467789891","0.345640569395","0.401635698755","0.449517271155","0.475365959655","0.517445660736","0.611342566618","0.718608865806","0.860078705439","0.965970503023","1.03794222921","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"KIUC","","KIUC","MWh","","","0.0","0.0","0.0","0.0","0.187701701127","0.340117776727","0.349110428758","0.347459100848","0.285406324093","0.306127795902","0.332082177919","0.313476017661","0.363862965349","0.45267306578","0.536276057254","0.65113801295","0.798241289767","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","","Total","MWh","","","0.140685946105","0.175069685961","0.156667174115","0.129793727507","0.167309214386","0.181399222596","0.295025973886","0.345723188427","0.396196720298","0.442949690238","0.468865180045","0.508151972505","0.599920631305","0.706658394073","0.845373532154","0.951580575878","1.02691079031","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"REPTC (u,y): Pre 2015 Percent to Completion of Goal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","","HECO","MWh","","","0.0908535230051","0.112659456461","0.104095094132","0.110622462788","0.122374368519","0.119423251002","0.10795233778","0.128392416569","0.10674267101","0.120108465342","0.128531378426","0.118454771727","0.167358872051","0.19024272663","0.29197521162","0.379357429186","0.429232584201","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"HELCO","","HELCO","MWh","","","0.704989154013","0.81498951782","0.714285714286","0.309045226131","0.517208413002","0.592105263158","0.603401969561","0.642297650131","0.845012897678","0.884038982323","0.843236915351","0.864182457291","1.02700367534","1.16816151556","1.20196328608","1.18383542537","1.21693816123","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"MECO","","MECO","MWh","","","0.129107981221","0.101717902351","0.0837742504409","0.148835202761","0.136702568351","0.14875701684","0.150559105431","0.270339652449","0.3861328125","0.346846988609","0.347737415946","0.383027613404","0.428165849016","0.520423520656","0.727101182247","0.842164610231","0.885243884215","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","All HECO Companies","","MWh","","","0.14610832954","0.183617342537","0.16408751334","0.13594928751","0.166393861893","0.173929245752","0.168087215064","0.204527481218","0.226947025104","0.236113179861","0.238105079218","0.237767982301","0.299269416765","0.346576726763","0.454393471844","0.532951596002","0.580799549109","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"KIUC","","KIUC","MWh","","","0.0","0.0","0.0","0.0","0.145612259782","0.199732690326","0.199745833311","0.195941117045","0.137948410347","0.205314919027","0.227758304326","0.221020509585","0.264811181181","0.31203186936","0.40625204676","0.526871863584","0.682828100482","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","","Total","MWh","","","0.140685946105","0.175069685961","0.156667174115","0.129793727507","0.165501115749","0.175089079901","0.169517031403","0.204137387828","0.222782315884","0.234702545853","0.237635646443","0.237004899189","0.297679064526","0.345024369608","0.452207177191","0.532673712018","0.585495074013","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"TEy - Total Energy sold in year 'y'","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Utilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TotalTotal","Total","","MWh","","","11408389","9724699","9813798","9996631","10213768","10536608","10567255","10597461","10614718","10413168","10150174","10035845","9987880","9639158","9500991","9406166","9388576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Total Conventional","","MWh","","","10766389","9043699","9198798","9477631","9537612","9798670","9850723.12093","9732125.79754","9668809.4166","9435569.184","9185356.736","9084427.227","8798606.89","8308860.235","7782424.47175","7401999.05637","7189790","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPSAy Annual percentage renewable electricity sold of total electricity sold in year y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"All Utilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","With Displacement","includes both EEPS & RPS","","","","0.056274378442","0.0700278743846","0.0626668696462","0.0519174910027","0.0669236857544","0.0725596890384","0.118010389554","0.138289275371","0.158478688119","0.177179876095","0.187546072018","0.203260789002","0.239968252522","0.282663357629","0.338149412862","0.380632230351","0.410764316122","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
"","Without Displacement","only includes RPS","","","","0.056274378442","0.0700278743846","0.0626668696462","0.0519174910027","0.0662004462995","0.0700356319605","0.0678068125611","0.0816549551314","0.0891129263534","0.0938810183414","0.0950542585772","0.0948019596755","0.11907162581","0.138009747843","0.180882870877","0.213069484807","0.234198029605","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!"
